rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
127,1750.000,1750.000,0.000,2.000,3500.000,3500.000,0.000,0.002,0.002,0.000,142557868.421,99.940,142539210.526,99.949,18657.895,58.741,0.0000000640000,0.0000001280000,0.000,0.037,0.037,516.000,1032.000,0.2948571428571,180.000,0.006,3499.994,0.164,0.001,0.002,0.002,0.002,Mul,GPU-0, 0:(64) 1:(1)->(64) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul;tower_0/v/mul_3,0,-0.7120650706706413,2.377856675975546,469,1738,1269,2207,1000.0,2000.0,2000.0,2000;2000;2000;2000;2000;2000;2000;2000;2000;2000,7822552,7822552,7824552,7824552,557606552;557606552;557608552;557608552;929096552;929096552;929098552;929098552;1352359552;1352359552;1352361552;1352361552;1726840552;1726840552;1726842552;1726842552;2106470552;2106470552;2106472552;2106472552;2472369552;2472369552;2472371552;2472371552;2845576552;2845576552;2845578552;2845578552;3218043552;3218043552;3218045552;3218045552;3591046552;3591046552;3591048552;3591048552;3968550552;3968550552;3968552552;3968552552;4336755552;4336755552;4336757552;4336757552;4715671552;4715671552;4715673552;4715673552;5093618552;5093618552;5093620552;5093620552;5478394552;5478394552;5478396552;5478396552;5852719552;5852719552;5852720552;5852720552;6231487552;6231487552;6231489552;6231489552;6602959552;6602959552;6602960552;6602960552;7039338552;7039338552;7039340552;7039340552;7405098552;7405098552;7405100552;7405100552
128,3473.684,0.000,3473.684,1.000,3473.684,0.000,3473.684,0.002,0.000,10.936,142561342.105,99.942,142539210.526,99.949,22131.579,69.677,0.0000000010000,0.0000000010000,0.000,0.000,0.000,12.000,12.000,0.0034545454545,180.000,0.000,3473.684,0.002,0.000,0.002,0.002,0.002,AssignAdd,CPU-0, 0:(1) 1:(1)->(1) -t i64 -use_locking 0,inc_global_step/AssignAdd,2000,3.1594637138799087,16.914400202943405,859,3571,2712,4431,3000.0,3000.0,4000.0,3000;4000;3000;3000;3000;3000;3000;4000;3000;4000,154479552,154479552,154482552,154484552,703025552;703025552;703029552;703030552;1075968552;1075969552;1075972552;1075974552;1502670552;1502670552;1502673552;1502675552;1875419552;1875420552;1875423552;1875425552;2247752552;2247753552;2247756552;2247758552;2620835552;2620836552;2620839552;2620841552;2994891552;2994891552;2994895552;2994896552;3365602552;3365602552;3365605552;3365607552;3737638552;3737638552;3737642552;3737643552;4108916552;4108916552;4108920552;4108921552;4485842552;4485843552;4485846552;4485848552;4863815552;4863815552;4863819552;4863820552;5241930552;5241930552;5241934552;5241935552;5618534552;5618534552;5618538552;5618539552;5993575552;5993576552;5993579552;5993580552;6374039552;6374040552;6374043552;6374044552;6751031552;6751031552;6751035552;6751037552;7178680552;7178681552;7178684552;7178686552;7552211552;7552212552;7552215552;7552217552
129,3315.789,3315.789,0.000,1.000,3315.789,3315.789,0.000,0.002,0.002,0.000,142564657.895,99.945,142542526.316,99.951,22131.579,69.677,0.0000030020000,0.0000030020000,0.000,0.905,0.905,4008.000,4008.000,1.2087619047619,180.000,0.022,3315.767,0.672,0.021,0.002,0.002,0.002,L2Loss,GPU-0, 0:(1001)->(1) -t f32,tower_0/v/l2_loss/L2Loss_15,0,0.6820038897913477,1.4294217687074813,477,3333,2856,3810,3000.0,3000.0,4000.0,4000;3000;4000;4000;3000;3000;4000;4000;3000;3000,1374552,1374552,1378552,1378552,552549552;552549552;552552552;552552552;925797552;925797552;925801552;925801552;1348369552;1348369552;1348373552;1348373552;1723255552;1723255552;1723258552;1723258552;2096938552;2096938552;2096941552;2096941552;2468773552;2468773552;2468777552;2468777552;2842317552;2842317552;2842321552;2842321552;3214523552;3214523552;3214526552;3214526552;3587681552;3587681552;3587684552;3587684552;3959136552;3959136552;3959139552;3959139552;4333414552;4333414552;4333418552;4333418552;4712067552;4712067552;4712071552;4712071552;5090266552;5090266552;5090270552;5090270552;5468664552;5468664552;5468667552;5468667552;5843194552;5843194552;5843197552;5843197552;6221548552;6221548552;6221551552;6221551552;6599355552;6599355552;6599358552;6599358552;7030909552;7030909552;7030912552;7030912552;7400029552;7400029552;7400032552;7400032552
130,3184.211,3184.211,0.000,1.000,3184.211,3184.211,0.000,0.002,0.002,0.000,142567842.105,99.947,142545710.526,99.953,22131.579,69.677,0.0000000010000,0.0000000010000,0.000,0.000,0.000,1025024.000,1025024.000,321.9083636363636,180.000,5.695,3178.516,178.838,0.000,0.000,0.002,0.000,Cast,GPU-0, 0:(128x1001)->(128x1001) -DstT f32 -SrcT f16,tower_0/v/Cast,0,1.3431820103699477,2.801089122517697,415,3214,2799,3630,3000.0,3000.0,3000.0,3000;3000;3000;4000;3000;3000;3000;3000;3000;3000,60225552,60225552,60228552,60228552,608477552;608477552;608480552;608480552;982707552;982707552;982710552;982710552;1408728552;1408728552;1408732552;1408732552;1779313552;1779313552;1779316552;1779316552;2153282552;2153282552;2153285552;2153285552;2527085552;2527085552;2527088552;2527088552;2900480552;2900480552;2900483552;2900483552;3270480552;3270480552;3270483552;3270483552;3644256552;3644256552;3644259552;3644259552;4015173552;4015173552;4015177552;4015177552;4391724552;4391724552;4391727552;4391727552;4770503552;4770503552;4770506552;4770506552;5146262552;5146262552;5146265552;5146265552;5525095552;5525095552;5525099552;5525099552;5900619552;5900619552;5900622552;5900622552;6280783552;6280783552;6280786552;6280786552;6655003552;6655003552;6655006552;6655006552;7085478552;7085478552;7085481552;7085481552;7459135552;7459135552;7459138552;7459138552
131,1526.316,1526.316,0.000,2.000,3052.632,3052.632,0.000,0.002,0.002,0.000,142570894.737,99.949,142548763.158,99.956,22131.579,69.677,0.0000000010000,0.0000000020000,0.000,0.001,0.001,32768.000,65536.000,21.4686896551724,180.000,0.364,3052.267,11.927,0.000,0.002,0.002,0.002,Cast,GPU-0, 0:(4096)->(4096) -DstT f16 -SrcT f32,tower_0/v/cg/affine1/Cast_1;tower_0/v/cg/affine0/Cast_1,0,-0.0936487245542879,0.9852079468150896,502,1524,1021,2026,1000.0,2000.0,2000.0,1000;2000;1000;1000;1000;1000;2000;1000;1000;2000,3854552,3854552,3855552,3855552,558289552;558289552;558291552;558291552;929703552;929703552;929704552;929704552;1352871552;1352871552;1352872552;1352872552;1727110552;1727110552;1727111552;1727111552;2098763552;2098763552;2098764552;2098764552;2472641552;2472641552;2472643552;2472643552;2846139552;2846139552;2846140552;2846140552;3218313552;3218313552;3218314552;3218314552;3591912552;3591912552;3591914552;3591914552;3961614552;3961614552;3961615552;3961615552;4337338552;4337338552;4337340552;4337340552;4715942552;4715942552;4715944552;4715944552;5094530552;5094530552;5094531552;5094531552;5470379552;5470379552;5470381552;5470381552;5845652552;5845652552;5845654552;5845654552;6223345552;6223345552;6223346552;6223346552;6603323552;6603323552;6603325552;6603325552;7031360552;7031360552;7031361552;7031361552;7402631552;7402631552;7402632552;7402632552
132,3000.000,3000.000,0.000,1.000,3000.000,3000.000,0.000,0.002,0.002,0.000,142573894.737,99.951,142551763.158,99.958,22131.579,69.677,0.0000000010000,0.0000000010000,0.000,0.000,0.000,1025024.000,1025024.000,341.6746666666667,180.000,5.695,2994.305,189.819,0.000,0.000,0.002,0.000,Cast,GPU-0, 0:(128x1001)->(128x1001) -DstT f16 -SrcT f32,tower_0/v/gradients/tower_0/v/Cast_grad/Cast,0,4.097702763186726,18.15365646258503,216,3048,2832,3263,3000.0,3000.0,3000.0,3000;3000;3000;3000;3000;3000;3000;3000;3000;3000,60634552,60634552,60637552,60637552,608864552;608864552;608867552;608867552;983103552;983103552;983106552;983106552;1409138552;1409138552;1409141552;1409141552;1779704552;1779704552;1779707552;1779707552;2153685552;2153685552;2153688552;2153688552;2527493552;2527493552;2527496552;2527496552;2900887552;2900887552;2900890552;2900890552;3270872552;3270872552;3270875552;3270875552;3644653552;3644653552;3644656552;3644656552;4015572552;4015572552;4015575552;4015575552;4392130552;4392130552;4392133552;4392133552;4770910552;4770910552;4770913552;4770913552;5146661552;5146661552;5146664552;5146664552;5525492552;5525492552;5525495552;5525495552;5901021552;5901021552;5901024552;5901024552;6281191552;6281191552;6281194552;6281194552;6655392552;6655392552;6655395552;6655395552;7085884552;7085884552;7085887552;7085887552;7459542552;7459542552;7459545552;7459545552
133,1434.211,1434.211,0.000,2.000,2868.421,2868.421,0.000,0.002,0.002,0.000,142576763.158,99.953,142554631.579,99.960,22131.579,69.677,0.0000000010000,0.0000000020000,0.000,0.001,0.001,3072.000,6144.000,2.1419449541284,180.000,0.034,2868.387,1.190,0.000,0.002,0.002,0.002,Cast,GPU-0, 0:(384)->(384) -DstT f16 -SrcT f32,tower_0/v/cg/conv2/Cast;tower_0/v/cg/conv3/Cast,0,0.23553118574360427,1.0324755117688251,499,1440,941,1940,1000.0,1000.0,2000.0,2000;2000;1000;1000;2000;2000;1000;2000;1000;1000,12481552,12481552,12483552,12483552,565156552;565156552;565158552;565158552;936428552;936428552;936429552;936429552;1359519552;1359519552;1359520552;1359520552;1734311552;1734311552;1734313552;1734313552;2107972552;2107972552;2107974552;2107974552;2479863552;2479863552;2479864552;2479864552;2852815552;2852815552;2852817552;2852817552;3225176552;3225176552;3225177552;3225177552;3598429552;3598429552;3598430552;3598430552;3969919552;3969919552;3969921552;3969921552;4344383552;4344383552;4344385552;4344385552;4723067552;4723067552;4723069552;4723069552;5101095552;5101095552;5101097552;5101097552;5478938552;5478938552;5478939552;5478939552;5854117552;5854117552;5854118552;5854118552;6232225552;6232225552;6232226552;6232226552;6610209552;6610209552;6610211552;6610211552;7040063552;7040063552;7040064552;7040064552;7410898552;7410898552;7410899552;7410899552
134,1421.053,0.000,1421.053,2.000,2842.105,0.000,2842.105,0.002,0.000,8.948,142579605.263,99.955,142554631.579,99.960,24973.684,78.625,0.0000000010000,0.0000000020000,0.001,0.000,0.001,8.000,16.000,0.0056296296296,180.000,0.000,2842.105,0.003,0.000,0.002,0.002,0.002,_Retval,CPU-0, 0:(1)->(none),_retval_average_loss/Mean_0_0;_retval_inc_global_step/AssignAdd_0_1,3000,8.838939320015669,80.053528476225,53640,7262,-46378,60902,1000.0,1000.0,2000.0,1000;493000;1000;2000;2000;2000;2000;2000;1000;2000,68067552,68068552,68069552,68071552,616047552;616048552;616541552;616543552;990334552;990335552;990336552;990338552;1416606552;1416607552;1416609552;1416611552;1786937552;1786938552;1786940552;1786941552;2160990552;2160991552;2160993552;2160995552;2534952552;2534953552;2534955552;2534957552;2908312552;2908314552;2908316552;2908318552;3278137552;3278138552;3278139552;3278141552;3651890552;3651891552;3651893552;3651895552;4022842552;4022843552;4022845552;4022847552;4399527552;4399528552;4399530552;4399532552;4778280552;4778281552;4778283552;4778284552;5155433552;5155434552;5155435552;5155437552;5532661552;5532662552;5532664552;5532666552;5908316552;5908317552;5908319552;5908321552;6288524552;6288525552;6288527552;6288529552;6662670552;6662671552;6662673552;6662674552;7093185552;7093186552;7093188552;7093189552;7467240552;7467241552;7467243552;7467244552
135,2842.105,2842.105,0.000,1.000,2842.105,2842.105,0.000,0.002,0.002,0.000,142582447.368,99.957,142557473.684,99.962,24973.684,78.625,0.0000000010000,0.0000000010000,0.000,0.000,0.000,278788.000,278788.000,98.0920740740741,180.000,1.549,2840.556,54.496,0.000,0.001,0.002,0.001,ApplyGradientDescent,GPU-0, 0:(11x11x3x64) 1:(1) 2:(11x11x3x64)->(11x11x3x64) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent,0,-1.520515128091751,3.321303521408566,397,2810,2412,3207,3000.0,3000.0,3000.0,3000;3000;2000;2000;3000;3000;3000;3000;3000;3000,154315552,154315552,154318552,154318552,702847552;702847552;702850552;702850552;1075784552;1075784552;1075786552;1075786552;1502489552;1502489552;1502491552;1502491552;1875240552;1875240552;1875243552;1875243552;2247583552;2247583552;2247586552;2247586552;2620651552;2620651552;2620654552;2620654552;2994710552;2994710552;2994713552;2994713552;3365426552;3365426552;3365429552;3365429552;3737443552;3737443552;3737446552;3737446552;4108757552;4108757552;4108760552;4108760552;4485658552;4485658552;4485661552;4485661552;4863630552;4863630552;4863633552;4863633552;5241763552;5241763552;5241766552;5241766552;5618346552;5618346552;5618348552;5618348552;5993380552;5993380552;5993383552;5993383552;6373854552;6373854552;6373857552;6373857552;6750876552;6750876552;6750879552;6750879552;7178496552;7178496552;7178499552;7178499552;7552064552;7552064552;7552067552;7552067552
136,2789.474,2789.474,0.000,1.000,2789.474,2789.474,0.000,0.002,0.002,0.000,142585236.842,99.959,142560263.158,99.964,24973.684,78.625,0.0000000010000,0.0000000010000,0.000,0.000,0.000,12016.000,12016.000,4.3076226415094,180.000,0.067,2789.407,2.393,0.000,0.002,0.002,0.002,ApplyGradientDescent,GPU-0, 0:(1001) 1:(1) 2:(1001)->(1001) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/biases/ApplyGradientDescent,0,-1.1861771156593162,2.3942814625850346,431,2762,2331,3193,3000.0,3000.0,3000.0,3000;2000;2000;3000;3000;3000;2000;3000;3000;3000,65306552,65306552,65309552,65309552,613300552;613300552;613302552;613302552;987579552;987579552;987581552;987581552;1413845552;1413845552;1413848552;1413848552;1784227552;1784227552;1784230552;1784230552;2158236552;2158236552;2158239552;2158239552;2532185552;2532185552;2532187552;2532187552;2905547552;2905547552;2905550552;2905550552;3275391552;3275391552;3275394552;3275394552;3649141552;3649141552;3649144552;3649144552;4020098552;4020098552;4020101552;4020101552;4396769552;4396769552;4396772552;4396772552;4775549552;4775549552;4775552552;4775552552;5152712552;5152712552;5152715552;5152715552;5529940552;5529940552;5529942552;5529942552;5905597552;5905597552;5905600552;5905600552;6285840552;6285840552;6285843552;6285843552;6659938552;6659938552;6659940552;6659940552;7090464552;7090464552;7090466552;7090466552;7464184552;7464184552;7464187552;7464187552
137,2789.474,0.000,2789.474,1.000,2789.474,0.000,2789.474,0.002,0.000,8.782,142588026.316,99.961,142560263.158,99.964,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,0.000,0.000,0.0000000000000,180.000,0.000,2789.474,0.000,0.000,0.000,0.002,0.002,Const,CPU-0, 0:(none)->(1) -t i64,inc_global_step/AssignAdd/value,1000,-1.1861771156593162,2.3942814625850337,431,2762,2331,3193,3000.0,3000.0,3000.0,2000;3000;3000;3000;3000;3000;3000;2000;3000;2000,154474552,154474552,154476552,154477552,703020552;703020552;703023552;703023552;1075963552;1075963552;1075966552;1075967552;1502664552;1502664552;1502667552;1502668552;1875414552;1875414552;1875417552;1875418552;2247747552;2247747552;2247750552;2247751552;2620830552;2620830552;2620833552;2620834552;2994885552;2994886552;2994888552;2994889552;3365597552;3365597552;3365600552;3365600552;3737633552;3737633552;3737635552;3737636552;4108910552;4108910552;4108913552;4108914552;4485837552;4485837552;4485840552;4485841552;4863809552;4863809552;4863812552;4863813552;5241925552;5241925552;5241927552;5241928552;5618528552;5618529552;5618531552;5618532552;5993570552;5993570552;5993573552;5993574552;6374034552;6374034552;6374036552;6374037552;6751024552;6751024552;6751027552;6751028552;7178674552;7178675552;7178677552;7178678552;7552205552;7552205552;7552208552;7552209552
138,2736.842,2736.842,0.000,1.000,2736.842,2736.842,0.000,0.002,0.002,0.000,142590763.158,99.963,142563000.000,99.966,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,520.000,520.000,0.1900000000000,180.000,0.003,2736.839,0.106,0.000,0.002,0.002,0.002,Tile,GPU-0, 0:(1) 1:(1)->(128) -t f32 -Tmultiples i32,tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Tile,0,-0.44561413491514223,2.4365972930348607,497,2738,2241,3235,2000.0,3000.0,3000.0,3000;3000;3000;3000;3000;3000;2000;3000;2000;3000,12129552,12129552,12132552,12132552,560429552;560429552;560432552;560432552;929993552;929993552;929996552;929996552;1353322552;1353322552;1353325552;1353325552;1733790552;1733790552;1733793552;1733793552;2098426552;2098426552;2098429552;2098429552;2479504552;2479504552;2479506552;2479506552;2845840552;2845840552;2845843552;2845843552;3220040552;3220040552;3220042552;3220042552;3591839552;3591839552;3591842552;3591842552;3969949552;3969949552;3969952552;3969952552;4343721552;4343721552;4343724552;4343724552;4717689552;4717689552;4717692552;4717692552;5094069552;5094069552;5094072552;5094072552;5470415552;5470415552;5470417552;5470417552;5853998552;5853998552;5854001552;5854001552;6223008552;6223008552;6223011552;6223011552;6603727552;6603727552;6603729552;6603729552;7030882552;7030882552;7030885552;7030885552;7406519552;7406519552;7406522552;7406522552
139,2552.632,2552.632,0.000,1.000,2552.632,2552.632,0.000,0.002,0.002,0.000,142593315.789,99.965,142565552.632,99.967,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,8.000,8.000,0.0031340206186,180.000,0.000,2552.632,0.002,0.000,0.002,0.002,0.002,Reciprocal,GPU-0, 0:(1)->(1) -t f32,tower_0/v/truediv_11,0,-0.18455300555218712,0.98783838478183,504,2548,2044,3051,2000.0,3000.0,3000.0,3000;2000;3000;3000;3000;3000;2000;3000;2000;2000,12175552,12175552,12178552,12178552,560475552;560475552;560477552;560477552;930034552;930034552;930037552;930037552;1348338552;1348338552;1348341552;1348341552;1733999552;1733999552;1734002552;1734002552;2098470552;2098470552;2098473552;2098473552;2479699552;2479699552;2479701552;2479701552;2845898552;2845898552;2845901552;2845901552;3224504552;3224504552;3224506552;3224506552;3591894552;3591894552;3591896552;3591896552;3970041552;3970041552;3970043552;3970043552;4333392552;4333392552;4333394552;4333394552;4712038552;4712038552;4712041552;4712041552;5094233552;5094233552;5094235552;5094235552;5470475552;5470475552;5470478552;5470478552;5854071552;5854071552;5854073552;5854073552;6223052552;6223052552;6223054552;6223054552;6604226552;6604226552;6604228552;6604228552;7030942552;7030942552;7030944552;7030944552;7400003552;7400003552;7400006552;7400006552
140,2342.105,2342.105,0.000,1.000,2342.105,2342.105,0.000,0.002,0.002,0.000,142595657.895,99.966,142567894.737,99.969,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2308.000,2308.000,0.9854382022472,180.000,0.013,2342.092,0.547,0.000,0.002,0.002,0.002,ApplyGradientDescent,GPU-0, 0:(192) 1:(1) 2:(192)->(192) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/biases/ApplyGradientDescent,0,0.5751161772893643,1.2917737465356511,485,2357,1872,2842,2000.0,2000.0,3000.0,2000;2000;2000;3000;3000;3000;2000;3000;2000;3000,154128552,154128552,154130552,154130552,702665552;702665552;702667552;702667552;1075599552;1075599552;1075601552;1075601552;1502303552;1502303552;1502306552;1502306552;1875056552;1875056552;1875059552;1875059552;2247398552;2247398552;2247401552;2247401552;2620468552;2620468552;2620470552;2620470552;2994524552;2994524552;2994527552;2994527552;3365240552;3365240552;3365242552;3365242552;3737262552;3737262552;3737265552;3737265552;4108571552;4108571552;4108574552;4108574552;4485472552;4485472552;4485474552;4485474552;4863447552;4863447552;4863449552;4863449552;5241578552;5241578552;5241580552;5241580552;5618160552;5618160552;5618162552;5618162552;5993193552;5993193552;5993195552;5993195552;6373670552;6373670552;6373672552;6373672552;6750690552;6750690552;6750693552;6750693552;7178311552;7178311552;7178313552;7178313552;7551879552;7551879552;7551881552;7551881552
141,2289.474,2289.474,0.000,1.000,2289.474,2289.474,0.000,0.002,0.002,0.000,142597947.368,99.968,142570184.211,99.971,27763.158,87.407,0.0000007670000,0.0000007670000,0.000,0.335,0.335,1028.000,1028.000,0.4490114942529,180.000,0.006,2289.468,0.249,0.008,0.002,0.002,0.002,L2Loss,GPU-0, 0:(256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_9,0,0.7947877358948003,1.600042404229597,468,2310,1842,2777,2000.0,2000.0,3000.0,2000;2000;2000;3000;2000;2000;3000;3000;2000;2000,12832552,12832552,12834552,12834552,565496552;565496552;565498552;565498552;937107552;937107552;937109552;937109552;1359865552;1359865552;1359868552;1359868552;1734661552;1734661552;1734663552;1734663552;2108526552;2108526552;2108528552;2108528552;2480208552;2480208552;2480211552;2480211552;2853370552;2853370552;2853373552;2853373552;3225513552;3225513552;3225515552;3225515552;3598773552;3598773552;3598775552;3598775552;3970327552;3970327552;3970329552;3970329552;4344727552;4344727552;4344730552;4344730552;4723412552;4723412552;4723414552;4723414552;5101439552;5101439552;5101441552;5101441552;5479777552;5479777552;5479779552;5479779552;5854464552;5854464552;5854466552;5854466552;6232784552;6232784552;6232787552;6232787552;6610550552;6610550552;6610552552;6610552552;7040620552;7040620552;7040622552;7040622552;7411243552;7411243552;7411246552;7411246552
142,2289.474,2289.474,0.000,1.000,2289.474,2289.474,0.000,0.002,0.002,0.000,142600236.842,99.969,142572473.684,99.972,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,3076.000,3076.000,1.3435402298851,180.000,0.017,2289.457,0.746,0.000,0.002,0.002,0.002,ApplyGradientDescent,GPU-0, 0:(256) 1:(1) 2:(256)->(256) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/biases/ApplyGradientDescent,0,0.7947877358948001,1.6000424042295958,468,2310,1842,2777,2000.0,2000.0,3000.0,3000;2000;3000;2000;2000;3000;3000;2000;3000;3000,129583552,129583552,129586552,129586552,677984552;677984552;677986552;677986552;1051199552;1051199552;1051202552;1051202552;1477940552;1477940552;1477942552;1477942552;1849778552;1849778552;1849780552;1849780552;2222642552;2222642552;2222645552;2222645552;2596247552;2596247552;2596250552;2596250552;2969936552;2969936552;2969938552;2969938552;3340424552;3340424552;3340427552;3340427552;3712877552;3712877552;3712880552;3712880552;4084303552;4084303552;4084305552;4084305552;4461372552;4461372552;4461374552;4461374552;4839081552;4839081552;4839084552;4839084552;5217028552;5217028552;5217031552;5217031552;5593803552;5593803552;5593805552;5593805552;5969114552;5969114552;5969116552;5969116552;6349458552;6349458552;6349460552;6349460552;6725401552;6725401552;6725403552;6725403552;7154240552;7154240552;7154242552;7154242552;7527823552;7527823552;7527825552;7527825552
143,2263.158,2263.158,0.000,1.000,2263.158,2263.158,0.000,0.002,0.002,0.000,142602500.000,99.971,142574736.842,99.974,27763.158,87.407,0.0000001270000,0.0000001270000,0.000,0.056,0.056,520.000,520.000,0.2297674418605,180.000,0.003,2263.155,0.128,0.001,0.002,0.002,0.002,Sum,GPU-0, 0:(128) 1:(1)->(1) -t f32 -Tidx i32 -keep_dims b: 0,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum,0,0.9150042350956382,1.8106009070294784,457,2286,1828,2743,2000.0,2000.0,3000.0,2000;2000;2000;3000;3000;2000;2000;2000;3000;2000,60607552,60607552,60609552,60609552,608838552;608838552;608840552;608840552;983078552;983078552;983080552;983080552;1409112552;1409112552;1409115552;1409115552;1779677552;1779677552;1779680552;1779680552;2153659552;2153659552;2153661552;2153661552;2527468552;2527468552;2527470552;2527470552;2900860552;2900860552;2900862552;2900862552;3270845552;3270845552;3270848552;3270848552;3644627552;3644627552;3644629552;3644629552;4015545552;4015545552;4015547552;4015547552;4392105552;4392105552;4392108552;4392108552;4770884552;4770884552;4770886552;4770886552;5146634552;5146634552;5146636552;5146636552;5525466552;5525466552;5525469552;5525469552;5900994552;5900994552;5900996552;5900996552;6281163552;6281163552;6281166552;6281166552;6655367552;6655367552;6655369552;6655369552;7085857552;7085857552;7085860552;7085860552;7459515552;7459515552;7459517552;7459517552
144,2263.158,2263.158,0.000,1.000,2263.158,2263.158,0.000,0.002,0.002,0.000,142604763.158,99.973,142577000.000,99.975,27763.158,87.407,0.0000010010000,0.0000010010000,0.000,0.442,0.442,12012.000,12012.000,5.3076279069767,180.000,0.067,2263.091,2.949,0.010,0.001,0.002,0.001,AddN,GPU-0, 0:(1001) 1:(1001)->(1001) -N i: 2 -t f32,tower_0/v/gradients/AddN,0,0.9150042350956384,1.810600907029478,457,2286,1828,2743,2000.0,2000.0,3000.0,2000;2000;2000;2000;2000;3000;3000;2000;2000;2000,61826552,61826552,61828552,61828552,610001552;610001552;610003552;610003552;984253552;984253552;984255552;984255552;1410337552;1410337552;1410339552;1410339552;1780834552;1780834552;1780836552;1780836552;2154851552;2154851552;2154854552;2154854552;2528677552;2528677552;2528680552;2528680552;2902080552;2902080552;2902082552;2902082552;3271999552;3271999552;3272001552;3272001552;3645805552;3645805552;3645807552;3645807552;4016704552;4016704552;4016707552;4016707552;4393313552;4393313552;4393315552;4393315552;4772092552;4772092552;4772095552;4772095552;5149191552;5149191552;5149193552;5149193552;5526635552;5526635552;5526638552;5526638552;5902188552;5902188552;5902190552;5902190552;6282379552;6282379552;6282382552;6282382552;6656698552;6656698552;6656700552;6656700552;7087055552;7087055552;7087058552;7087058552;7460728552;7460728552;7460730552;7460730552
145,2157.895,2157.895,0.000,1.000,2157.895,2157.895,0.000,0.002,0.002,0.000,142606921.053,99.974,142579157.895,99.977,27763.158,87.407,0.0000000010000,0.0000000010000,0.000,0.000,0.000,185856.000,185856.000,86.1283902439024,180.000,1.033,2156.862,47.849,0.000,0.001,0.001,0.001,Cast,GPU-0, 0:(11x11x3x64)->(11x11x3x64) -DstT f16 -SrcT f32,Cast,0,1.6114623557069783,5.824992946206525,565,2214,1650,2779,2000.0,2000.0,2000.0,4000;2000;2000;2000;2000;2000;2000;2000;2000;2000,11869552,11869552,11873552,11873552,564835552;564835552;564837552;564837552;935983552;935983552;935985552;935985552;1359194552;1359194552;1359196552;1359196552;1733156552;1733156552;1733158552;1733158552;2106380552;2106380552;2106382552;2106382552;2479179552;2479179552;2479181552;2479181552;2852122552;2852122552;2852124552;2852124552;3224572552;3224572552;3224574552;3224574552;3597812552;3597812552;3597814552;3597814552;3968672552;3968672552;3968674552;3968674552;4343749552;4343749552;4343751552;4343751552;4722738552;4722738552;4722741552;4722741552;5100757552;5100757552;5100759552;5100759552;5478301552;5478301552;5478303552;5478303552;5851310552;5851310552;5851312552;5851312552;6231377552;6231377552;6231380552;6231380552;6609876552;6609876552;6609878552;6609878552;7039226552;7039226552;7039228552;7039228552;7410564552;7410564552;7410566552;7410566552
